symbol,strike,expiration,calls-oi,puts-oi,calls-vol,puts-vol,flag,P/C
MARA,38,2/9/2024,0,,2,,C,0
MARA,38,2/16/2024,0,0,132,1,C,0.007575758
MARA,38,2/23/2024,0,,645,,C,0
MARA,38,3/15/2024,0,0,64,4,C,0.0625
MARA,38,4/19/2024,0,0,26,2,C,0.076923077
MARA,38,6/21/2024,0,0,31,26,C,0.838709677
MARA,39,1/19/2024,0,0,33,11,C,0.333333333
MARA,39,1/26/2024,0,0,8,0,C,0
MARA,39,2/2/2024,0,,11,,C,0
MARA,39,2/9/2024,0,,8,,C,0
MARA,39,2/16/2024,0,0,31,27,C,0.870967742
MARA,39,3/15/2024,0,0,37,1,C,0.027027027
MARA,39,4/19/2024,0,0,30,4,C,0.133333333
MARA,39,6/21/2024,0,0,10,10,C,1
MARA,40,1/19/2024,0,0,2635,15,C,0.0056926
MARA,40,1/26/2024,0,0,982,15,C,0.015274949
MARA,40,2/2/2024,0,0,568,0,C,0
MARA,40,2/9/2024,0,0,242,0,C,0
MARA,40,2/16/2024,0,0,1182,25,C,0.021150592
MARA,40,3/15/2024,0,0,18250,3,C,0.000164384
MARA,40,4/19/2024,0,0,269,12,C,0.044609665
MARA,40,6/21/2024,0,0,965,110,C,0.113989637
MARA,40,1/17/2025,0,0,427,12,C,0.028103044
MARA,40,12/19/2025,0,0,66,20,C,0.303030303
MARA,40,1/16/2026,0,0,148,5,C,0.033783784
MARA,41,1/19/2024,0,0,12,7,C,0.583333333
MARA,41,1/26/2024,0,0,16,0,C,0
MARA,41,2/2/2024,0,,49,,C,0
MARA,41,2/9/2024,0,,7,,C,0
MARA,41,2/16/2024,0,0,48,17,C,0.354166667
MARA,41,3/15/2024,0,0,417,6,C,0.014388489
MARA,41,4/19/2024,0,0,30,50,P,1.666666667
MARA,41,6/21/2024,0,0,5,0,C,0
MARA,42,1/19/2024,0,0,11,35,P,3.181818182
MARA,42,1/26/2024,0,0,3,0,C,0
MARA,42,2/2/2024,0,,13,,C,0
MARA,42,2/9/2024,0,,0,,C,0
MARA,42,2/16/2024,0,0,118,0,C,0
MARA,42,3/15/2024,0,0,8,4,C,0.5
MARA,42,4/19/2024,0,0,31,1,C,0.032258065
MARA,42,6/21/2024,0,0,9,0,C,0
MARA,42,1/17/2025,0,0,67,1,C,0.014925373
MARA,42,12/19/2025,0,,42,,C,0
MARA,42,1/16/2026,0,,31,,C,0
MARA,43,1/19/2024,0,0,131,0,C,0
MARA,43,1/26/2024,0,0,46,0,C,0
MARA,43,2/2/2024,0,,106,,C,0
MARA,43,2/16/2024,0,0,62,1,C,0.016129032
MARA,43,3/15/2024,0,0,46,0,C,0
MARA,43,4/19/2024,0,0,11,0,C,0
MARA,43,6/21/2024,0,0,21,20,C,0.952380952
MARA,44,1/19/2024,0,0,24,1,C,0.041666667
MARA,44,1/26/2024,0,0,1,0,C,0
MARA,44,2/2/2024,0,,2,,C,0
MARA,44,2/16/2024,0,0,24,0,C,0
MARA,44,3/15/2024,0,0,7,10,P,1.428571429
MARA,44,4/19/2024,0,0,8,4,C,0.5
MARA,44,6/21/2024,0,0,12,0,C,0
MARA,45,1/19/2024,0,0,280,1,C,0.003571429
MARA,45,1/26/2024,0,0,21,0,C,0
MARA,45,2/2/2024,0,,8,,C,0
MARA,45,2/9/2024,0,,977,,C,0
MARA,45,2/16/2024,0,0,335,2,C,0.005970149
MARA,45,3/15/2024,0,,361,,C,0
MARA,45,4/19/2024,0,0,107,8,C,0.074766355
MARA,45,6/21/2024,0,0,565,2,C,0.003539823
MARA,45,1/17/2025,0,0,505,65,C,0.128712871
MARA,45,12/19/2025,0,0,146,1,C,0.006849315
MARA,45,1/16/2026,0,0,273,10,C,0.036630037
MARA,46,1/19/2024,0,0,14,4,C,0.285714286
MARA,46,1/26/2024,0,0,429,1,C,0.002331002
MARA,46,2/2/2024,0,0,170,10,C,0.058823529
MARA,46,2/16/2024,0,0,210,3,C,0.014285714
MARA,46,3/15/2024,0,0,541,2,C,0.003696858
MARA,46,4/19/2024,0,0,422,3,C,0.007109005
MARA,46,6/21/2024,0,0,628,25,C,0.039808917
MARA,47,1/19/2024,0,0,7,1,C,0.142857143
MARA,50,1/19/2024,0,0,579,3,C,0.005181347
MARA,55,1/19/2024,0,0,75,1,C,0.013333333
MARA,60,1/19/2024,0,0,133,2,C,0.015037594
MARA,65,1/19/2024,0,0,26,2,C,0.076923077
MARA,70,1/19/2024,0,0,215,1,C,0.004651163
MARA,75,1/19/2024,0,16,84,2,C,0.023809524
MARA,80,1/19/2024,0,0,55,12,C,0.218181818
MARA,85,1/19/2024,0,0,3,20,P,6.666666667
MARA,90,1/19/2024,0,0,48,7,C,0.145833333
MARA,95,1/19/2024,0,0,1,40,P,40
MARA,100,1/19/2024,0,0,27,1,C,0.037037037
MARA,105,1/19/2024,0,0,1,2,P,2
MARA,110,1/19/2024,0,0,20,1,C,0.05
MARA,115,1/19/2024,0,0,1,20,P,20
MARA,120,1/19/2024,0,0,1229,60,C,0.048820179
MARA,125,1/19/2024,0,0,131,1,C,0.007633588
NIO,1,1/19/2024,0,0,30,5,C,0.166666667
NIO,1,2/16/2024,0,11,90,10,C,0.111111111
NIO,1,8/16/2024,0,,4,,C,0
NIO,2,1/19/2024,0,,0,,C,0
NIO,2,1/26/2024,0,0,0,0,C,0
NIO,2,2/16/2024,0,201,1,1,C,1
NIO,2,8/16/2024,0,0,5,0,C,0
NIO,2.5,1/19/2024,0,0,1,1,C,1
NIO,2.5,1/26/2024,0,,2,,C,0
NIO,2.5,2/2/2024,0,,2,,C,0
NIO,2.5,6/21/2024,0,0,31,6,C,0.193548387
NIO,2.5,1/17/2025,0,0,11,17,P,1.545454545
NIO,3,1/19/2024,0,,10,,C,0
NIO,3,2/16/2024,0,0,8,1,C,0.125
NIO,3,5/17/2024,0,0,1,1,C,1
NIO,3,8/16/2024,0,0,1,1,C,1
NIO,3,9/20/2024,0,0,15,2,C,0.133333333
NIO,3,11/15/2024,0,0,1,50,P,50
NIO,3,12/20/2024,0,0,2,1,C,0.5
NIO,3,1/16/2026,0,0,45,40,C,0.888888889
NIO,3.5,1/19/2024,0,,1,,C,0
NIO,3.5,1/26/2024,,1,,0,C,0
NIO,3.5,2/23/2024,0,,0,,C,0
NIO,4,1/19/2024,0,0,1,6,P,6
NIO,4,1/26/2024,0,,8,,C,0
NIO,4,2/2/2024,0,0,0,0,C,0
NIO,4,2/16/2024,0,0,5,10,P,2
NIO,4,2/23/2024,0,,0,,C,0
NIO,4,5/17/2024,0,0,6,34,P,5.666666667
NIO,4,6/21/2024,0,0,2,5,P,2.5
NIO,4,8/16/2024,0,0,11,20,P,1.818181818
NIO,4,9/20/2024,0,,0,,C,0
NIO,4.5,1/19/2024,0,0,2,0,C,0
NIO,4.5,1/26/2024,0,0,1,3,P,3
NIO,4.5,2/9/2024,,0,,1,P,#DIV/0!
NIO,4.5,2/23/2024,,0,,3,P,#DIV/0!
NIO,5,1/19/2024,0,0,4,3,C,0.75
NIO,5,1/26/2024,0,0,1,1,C,1
NIO,5,2/2/2024,0,0,10,6,C,0.6
NIO,5,2/9/2024,0,0,0,0,C,0
NIO,5,2/16/2024,0,0,26,63,P,2.423076923
NIO,5,2/23/2024,0,0,39,113,P,2.897435897
NIO,5,3/1/2024,0,0,0,0,C,0
NIO,5,5/17/2024,0,0,48,26,C,0.541666667
NIO,5,6/21/2024,0,0,2,75,P,37.5
NIO,5,8/16/2024,0,0,4,2,C,0.5
NIO,5,9/20/2024,0,0,2,4,P,2
NIO,5,11/15/2024,0,0,2,2,C,1
NIO,5,12/20/2024,0,0,4,5,P,1.25
NIO,5,1/17/2025,0,0,62,33,C,0.532258065
NIO,5,1/16/2026,0,0,14,150,P,10.71428571
NIO,5.5,1/19/2024,0,0,12,24,P,2
NIO,5.5,1/26/2024,0,0,2,13,P,6.5
NIO,5.5,2/2/2024,0,0,37,20,C,0.540540541
NIO,5.5,2/9/2024,0,0,1,0,C,0
NIO,5.5,2/23/2024,0,0,1,18,P,18
NIO,5.5,3/1/2024,,0,,0,C,0
NIO,6,1/19/2024,0,0,55,108,P,1.963636364
NIO,6,1/26/2024,0,0,3,31,P,10.33333333
NIO,6,2/2/2024,0,0,22,47,P,2.136363636
NIO,6,2/9/2024,0,0,27,17,C,0.62962963
NIO,6,2/16/2024,0,0,35,1358,P,38.8
NIO,6,2/23/2024,0,0,16,22,P,1.375
NIO,6,3/1/2024,0,0,0,0,C,0
NIO,6,5/17/2024,0,0,29,344,P,11.86206897
NIO,6,6/21/2024,0,0,19,56,P,2.947368421
NIO,6,8/16/2024,0,0,7,9,P,1.285714286
NIO,6,9/20/2024,0,0,2,4,P,2
NIO,6.5,1/19/2024,0,0,112,734,P,6.553571429
NIO,6.5,1/26/2024,0,0,112,444,P,3.964285714
NIO,6.5,2/2/2024,0,0,104,89,C,0.855769231
NIO,6.5,2/9/2024,0,0,9,192,P,21.33333333
NIO,6.5,2/23/2024,0,0,5,312,P,62.4
NIO,6.5,3/1/2024,0,0,0,0,C,0
NIO,7,1/19/2024,0,0,3723,6135,P,1.647864625
NIO,7,1/26/2024,0,0,493,1304,P,2.645030426
NIO,7,2/2/2024,0,0,173,802,P,4.63583815
NIO,7,2/9/2024,0,0,131,317,P,2.419847328
NIO,7,2/16/2024,0,0,1145,1197,P,1.045414847
NIO,7,2/23/2024,0,0,68,121,P,1.779411765
NIO,7,3/1/2024,0,0,0,0,C,0
NIO,7,5/17/2024,0,0,1005,61,C,0.060696517
NIO,7,8/16/2024,0,0,35,19,C,0.542857143
NIO,7,9/20/2024,0,0,116,5,C,0.043103448
NIO,7,11/15/2024,0,0,10,334,P,33.4
NIO,7,12/20/2024,0,0,104,15,C,0.144230769
NIO,7.5,1/19/2024,0,0,12071,3451,C,0.285891807
NIO,7.5,1/26/2024,0,0,2268,209,C,0.092151675
NIO,7.5,2/2/2024,0,0,833,308,C,0.369747899
NIO,7.5,2/9/2024,0,0,511,212,C,0.414872798
NIO,7.5,2/23/2024,0,0,415,92,C,0.221686747
NIO,7.5,3/1/2024,0,0,0,0,C,0
NIO,7.5,6/21/2024,0,0,807,171,C,0.211895911
NIO,7.5,1/17/2025,0,0,795,76,C,0.095597484
NIO,8,1/19/2024,0,0,5409,710,C,0.13126271
NIO,8,1/26/2024,0,0,2688,290,C,0.107886905
NIO,8,2/2/2024,0,0,431,49,C,0.113689095
NIO,8,2/9/2024,0,0,826,32,C,0.03874092
NIO,8,2/16/2024,0,0,2103,310,C,0.147408464
NIO,8,2/23/2024,0,0,141,2,C,0.014184397
NIO,8,3/1/2024,0,0,0,0,C,0
NIO,8,5/17/2024,0,0,1846,71,C,0.038461538
NIO,8,8/16/2024,0,0,35,16,C,0.457142857
NIO,8,9/20/2024,0,0,87,1,C,0.011494253
NIO,8,1/16/2026,0,0,193,95,C,0.492227979
NIO,8.5,1/19/2024,0,0,1984,654,C,0.329637097
NIO,8.5,1/26/2024,0,0,976,189,C,0.193647541
NIO,8.5,2/2/2024,0,0,1928,610,C,0.316390041
NIO,8.5,2/9/2024,0,0,499,243,C,0.486973948
NIO,8.5,2/23/2024,0,0,134,34,C,0.253731343
NIO,8.5,3/1/2024,0,0,0,0,C,0
NIO,9,1/19/2024,0,0,2552,197,C,0.077194357
NIO,9,1/26/2024,0,0,831,15,C,0.018050542
NIO,9,2/2/2024,0,0,451,35,C,0.077605322
NIO,9,2/9/2024,0,0,501,22,C,0.043912176
NIO,9,2/16/2024,0,0,2093,365,C,0.174390827
NIO,9,2/23/2024,0,0,168,2,C,0.011904762
NIO,9,3/1/2024,0,0,0,0,C,0
NIO,9,5/17/2024,0,0,800,34,C,0.0425
NIO,9,6/21/2024,0,0,629,223,C,0.354531002
NIO,9,8/16/2024,0,0,16,53,P,3.3125
NIO,9,9/20/2024,0,0,127,15,C,0.118110236
NIO,9.5,1/19/2024,0,0,215,19,C,0.088372093
NIO,9.5,1/26/2024,0,0,77,3,C,0.038961039
NIO,9.5,2/2/2024,0,0,281,2,C,0.007117438
NIO,9.5,2/9/2024,0,0,138,1,C,0.007246377
NIO,9.5,2/23/2024,0,0,12,0,C,0
NIO,9.5,3/1/2024,0,,0,,C,0
NIO,10,1/19/2024,0,0,1824,441,C,0.241776316
NIO,10,1/26/2024,0,0,210,100,C,0.476190476
NIO,10,2/2/2024,0,0,465,2,C,0.004301075
NIO,10,2/9/2024,0,0,250,4,C,0.016
NIO,10,2/16/2024,0,0,2363,14,C,0.005924672
NIO,10,2/23/2024,0,0,272,202,C,0.742647059
NIO,10,3/1/2024,0,0,0,0,C,0
NIO,10,5/17/2024,0,0,707,8,C,0.011315417
NIO,10,6/21/2024,0,0,541,22,C,0.040665434
NIO,10,8/16/2024,0,0,131,2,C,0.015267176
NIO,10,9/20/2024,0,0,115,1,C,0.008695652
NIO,10,11/15/2024,0,0,108,7,C,0.064814815
NIO,10,12/20/2024,0,0,97,1,C,0.010309278
NIO,10,1/17/2025,0,0,1482,33,C,0.022267206
NIO,10,1/16/2026,0,0,310,3,C,0.009677419
NIO,10.5,1/19/2024,0,0,10,5,C,0.5
NIO,10.5,1/26/2024,0,0,128,10,C,0.078125
NIO,10.5,2/2/2024,0,0,7,20,P,2.857142857
NIO,10.5,2/9/2024,0,0,150,10,C,0.066666667
NIO,10.5,2/23/2024,0,0,16,0,C,0
NIO,11,1/19/2024,0,0,252,89,C,0.353174603
NIO,11,1/26/2024,0,0,65,11,C,0.169230769
NIO,11,2/2/2024,0,0,102,1,C,0.009803922
NIO,11,2/9/2024,0,0,3,2,C,0.666666667
NIO,11,2/16/2024,0,0,940,5,C,0.005319149
NIO,11,2/23/2024,0,0,152,0,C,0
NIO,11,3/1/2024,0,,0,,C,0
NIO,11,5/17/2024,0,0,495,74,C,0.149494949
NIO,11,6/21/2024,0,0,298,1,C,0.003355705
NIO,11,8/16/2024,0,0,20,2,C,0.1
NIO,11,9/20/2024,0,,15,,C,0
NIO,11.5,1/19/2024,0,0,1,5,P,5
NIO,11.5,1/26/2024,0,0,1,1,C,1
NIO,11.5,2/2/2024,0,0,2,1,C,0.5
NIO,11.5,2/9/2024,0,,91,,C,0
NIO,11.5,2/23/2024,0,,56,,C,0
NIO,12,1/19/2024,0,0,5,6,P,1.2
NIO,12,1/26/2024,0,0,29,6,C,0.206896552
NIO,12,2/2/2024,0,,9,,C,0
NIO,12,2/9/2024,0,0,86,19,C,0.220930233
NIO,12,2/16/2024,0,0,409,2,C,0.004889976
NIO,12,2/23/2024,0,0,100,0,C,0
NIO,12,5/17/2024,0,0,280,2,C,0.007142857
NIO,12,8/16/2024,0,0,93,2,C,0.021505376
NIO,12,9/20/2024,0,0,1,17,P,17
NIO,12,11/15/2024,0,0,5,208,P,41.6
NIO,12,12/20/2024,0,0,198,1,C,0.005050505
NIO,12,1/16/2026,0,0,16,2,C,0.125
NIO,12.5,1/19/2024,0,0,24,1,C,0.041666667
NIO,12.5,1/26/2024,0,0,1,1,C,1
NIO,12.5,2/2/2024,0,,50,,C,0
NIO,12.5,2/9/2024,0,,171,,C,0
NIO,12.5,2/23/2024,0,,149,,C,0
NIO,12.5,6/21/2024,0,0,363,7,C,0.019283747
NIO,12.5,1/17/2025,0,0,608,24,C,0.039473684
NIO,13,1/19/2024,0,0,200,1,C,0.005
NIO,13,1/26/2024,0,0,1,15,P,15
NIO,13,2/2/2024,0,,100,,C,0
NIO,13,2/9/2024,0,,10,,C,0
NIO,13,2/16/2024,0,0,119,10,C,0.084033613
NIO,13,2/23/2024,0,0,1,0,C,0
NIO,13,5/17/2024,0,0,23,30,P,1.304347826
NIO,13,8/16/2024,0,0,9,0,C,0
NIO,13.5,1/19/2024,0,,1,,C,0
NIO,14,1/19/2024,0,0,2,500,P,250
NIO,14,1/26/2024,0,0,177,3,C,0.016949153
NIO,14,2/2/2024,0,,12,,C,0
NIO,14,2/9/2024,0,,6,,C,0
NIO,14,2/16/2024,0,0,19,56,P,2.947368421
NIO,14,2/23/2024,0,,0,,C,0
NIO,14,5/17/2024,0,0,11,12056,P,1096
NIO,14,8/16/2024,0,0,51,0,C,0
NIO,15,1/19/2024,0,0,2,4,P,2
NIO,15,1/26/2024,0,0,51,9,C,0.176470588
NIO,15,2/2/2024,0,0,5,1,C,0.2
NIO,15,2/9/2024,0,,2,,C,0
NIO,15,2/16/2024,0,0,9,56,P,6.222222222
NIO,15,2/23/2024,0,0,0,2,P,#DIV/0!
NIO,15,5/17/2024,0,0,221,1,C,0.004524887
NIO,15,6/21/2024,0,0,1061,8,C,0.007540057
NIO,15,8/16/2024,0,0,18,0,C,0
NIO,15,9/20/2024,0,0,12,30,P,2.5
NIO,15,11/15/2024,0,0,16,1,C,0.0625
NIO,15,12/20/2024,0,0,139,50,C,0.35971223
NIO,15,1/17/2025,0,0,668,24,C,0.035928144
NIO,15,1/16/2026,0,0,27,18,C,0.666666667
NIO,16,1/19/2024,0,0,10,1,C,0.1
NIO,16,2/16/2024,0,0,5,1,C,0.2
NIO,16,5/17/2024,0,38,48,1,C,0.020833333
NIO,16,8/16/2024,0,0,8,0,C,0
NIO,17,2/16/2024,0,54,2,2,C,1
NIO,17,5/17/2024,0,2,2,0,C,0
NIO,17,8/16/2024,0,0,9,0,C,0
NIO,17,12/20/2024,0,0,24,1,C,0.041666667
NIO,17,1/16/2026,0,0,38,4,C,0.105263158
NIO,17.5,1/19/2024,0,0,200,14,C,0.07
NIO,17.5,6/21/2024,0,0,132,1,C,0.007575758
NIO,17.5,1/17/2025,0,0,168,5,C,0.029761905
NIO,18,2/16/2024,0,0,2,1,C,0.5
NIO,18,5/17/2024,0,0,4,0,C,0
NIO,19,1/19/2024,0,0,6,1,C,0.166666667
NIO,19,2/16/2024,0,0,1,2,P,2
NIO,19,5/17/2024,0,0,3,1,C,0.333333333
NIO,20,1/19/2024,0,0,1,40,P,40
NIO,20,2/16/2024,0,0,5,5,C,1
NIO,20,5/17/2024,0,0,22,100,P,4.545454545
NIO,20,6/21/2024,0,0,45,1,C,0.022222222
NIO,20,1/17/2025,0,0,139,523,P,3.762589928
NIO,20,1/16/2026,0,0,407,500,P,1.228501229
NIO,22,2/16/2024,0,0,3,6,P,2
NIO,22,6/21/2024,0,12,13,7,C,0.538461538
NIO,22.5,1/19/2024,0,0,2,30,P,15
NIO,22.5,1/17/2025,0,0,57,3,C,0.052631579
NIO,25,1/19/2024,0,0,11,9,C,0.818181818
NIO,25,2/16/2024,0,0,1,2,P,2
NIO,25,6/21/2024,0,0,31,1,C,0.032258065
NIO,25,1/17/2025,0,0,41,478,P,11.65853659
NIO,30,1/19/2024,0,5,2,3,P,1.5
NIO,30,2/16/2024,0,0,16,0,C,0
NIO,30,6/21/2024,0,0,41,1,C,0.024390244
NIO,30,1/17/2025,0,0,30,3,C,0.1
NIO,35,1/19/2024,0,0,26,1,C,0.038461538
NIO,35,1/17/2025,0,0,68,2,C,0.029411765
NIO,40,1/19/2024,0,0,2,5,P,2.5
NIO,45,1/19/2024,0,2,10,3,C,0.3
NIO,50,1/19/2024,0,0,1,2,P,2
NIO,55,1/19/2024,0,0,10,4,C,0.4
NIO,60,1/19/2024,0,0,1,8,P,8
NIO,65,1/19/2024,0,0,2,1,C,0.5
PLTR,1,1/19/2024,0,0,2,8,P,4
PLTR,1,2/16/2024,37,1,9,0,C,0
PLTR,1,3/15/2024,0,5,3,0,C,0
PLTR,1,4/19/2024,0,,5,,C,0
PLTR,2,1/19/2024,37,1023,1,10,P,10
PLTR,2,2/16/2024,0,,2,,C,0
PLTR,2,3/15/2024,0,,3,,C,0
PLTR,3,1/19/2024,0,4954,6,1,C,0.166666667
PLTR,3,2/16/2024,0,,1,,C,0
PLTR,3,3/15/2024,7,25,1,15,P,15
PLTR,3,4/19/2024,5,,1,,C,0
PLTR,3,5/17/2024,0,0,2,1,C,0.5
PLTR,3,6/21/2024,0,0,1,10,P,10
PLTR,3,8/16/2024,0,,1,,C,0
PLTR,3,9/20/2024,33,0,5,1,C,0.2
PLTR,3,1/17/2025,0,0,1,3,P,3
PLTR,3,6/20/2025,0,0,5,62,P,12.4
PLTR,3,1/16/2026,0,0,5,1,C,0.2
PLTR,4,1/19/2024,110,0,1,1,C,1
PLTR,4,2/16/2024,22,0,2,5,P,2.5
PLTR,4,3/15/2024,79,92,1,50,P,50
PLTR,4,4/19/2024,7,4,5,4,C,0.8
PLTR,5,1/19/2024,0,0,21,1,C,0.047619048
PLTR,5,2/9/2024,0,,0,,C,0
PLTR,5,2/16/2024,0,0,7,4,C,0.571428571
PLTR,5,3/15/2024,0,0,3,40,P,13.33333333
PLTR,5,4/19/2024,1,0,0,1,P,#DIV/0!
PLTR,5,5/17/2024,0,0,2,1,C,0.5
PLTR,5,6/21/2024,0,0,1,1,C,1
PLTR,5,8/16/2024,0,0,1,40,P,40
PLTR,5,9/20/2024,0,0,6,122,P,20.33333333
PLTR,5,1/17/2025,0,0,48,2,C,0.041666667
PLTR,5,6/20/2025,0,0,1,100,P,100
PLTR,5,1/16/2026,0,0,2,6,P,3
PLTR,6,1/19/2024,0,1529,1,11,P,11
PLTR,6,2/16/2024,0,0,10,1,C,0.1
PLTR,6,3/15/2024,0,0,7,10,P,1.428571429
PLTR,6,4/19/2024,0,0,0,2,P,#DIV/0!
PLTR,6,5/17/2024,20,0,5,300,P,60
PLTR,6,6/21/2024,3,0,0,552,P,#DIV/0!
PLTR,7,1/19/2024,0,0,37,1,C,0.027027027
PLTR,7,2/16/2024,0,0,1,1,C,1
PLTR,7,3/15/2024,0,0,1,20,P,20
PLTR,7,4/19/2024,0,0,1,1,C,1
PLTR,7,5/17/2024,0,0,6,11,P,1.833333333
PLTR,7,6/21/2024,0,0,2,3,P,1.5
PLTR,7,1/17/2025,0,0,72,1,C,0.013888889
PLTR,7.5,1/26/2024,0,,5,,C,0
PLTR,7.5,2/2/2024,0,,0,,C,0
PLTR,7.5,2/9/2024,0,0,0,4,P,#DIV/0!
PLTR,8,1/19/2024,0,0,32,2,C,0.0625
PLTR,8,2/16/2024,0,0,5,2,C,0.4
PLTR,8,3/15/2024,0,0,1,15,P,15
PLTR,8,4/19/2024,0,0,10,10,C,1
PLTR,8,5/17/2024,0,0,1,18,P,18
PLTR,8,6/21/2024,0,0,1,15,P,15
PLTR,8,6/20/2025,0,0,1,2,P,2
PLTR,8,1/16/2026,0,0,7,31,P,4.428571429
PLTR,9,1/19/2024,0,0,18,2,C,0.111111111
PLTR,9,1/26/2024,0,,0,,C,0
PLTR,9,2/16/2024,0,0,1,49,P,49
PLTR,9,3/15/2024,0,0,16,23,P,1.4375
PLTR,9,4/19/2024,0,0,4,10,P,2.5
PLTR,9,5/17/2024,0,0,1,1,C,1
PLTR,9,6/21/2024,0,0,9,10,P,1.111111111
PLTR,9,8/16/2024,0,0,2,11,P,5.5
PLTR,10,1/19/2024,0,0,683,1,C,0.001464129
PLTR,10,1/26/2024,0,0,54,3,C,0.055555556
PLTR,10,2/2/2024,0,0,7,175,P,25
PLTR,10,2/9/2024,0,0,1,4,P,4
PLTR,10,2/16/2024,0,0,59,207,P,3.508474576
PLTR,10,2/23/2024,0,0,0,0,C,0
PLTR,10,3/15/2024,0,0,12,15,P,1.25
PLTR,10,4/19/2024,0,0,1,15,P,15
PLTR,10,5/17/2024,0,0,4,7,P,1.75
PLTR,10,6/21/2024,0,0,7,56,P,8
PLTR,10,8/16/2024,0,0,5,1,C,0.2
PLTR,10,9/20/2024,0,0,1,13,P,13
PLTR,10,12/20/2024,,0,,0,C,0
PLTR,10,1/17/2025,0,0,52,45,C,0.865384615
PLTR,10,6/20/2025,0,0,3,2,C,0.666666667
PLTR,10,1/16/2026,0,0,174,3,C,0.017241379
PLTR,11,1/19/2024,0,0,7,2,C,0.285714286
PLTR,11,1/26/2024,0,0,43,1,C,0.023255814
PLTR,11,2/2/2024,0,0,2,6,P,3
PLTR,11,2/9/2024,0,0,0,1,P,#DIV/0!
PLTR,11,2/16/2024,0,0,7,22,P,3.142857143
PLTR,11,2/23/2024,0,0,0,2,P,#DIV/0!
PLTR,11,3/15/2024,0,0,7,25,P,3.571428571
PLTR,11,4/19/2024,0,0,1,13,P,13
PLTR,11,5/17/2024,0,0,1,2,P,2
PLTR,11,6/21/2024,0,0,2,1,C,0.5
PLTR,11,8/16/2024,0,0,14,8,C,0.571428571
PLTR,11.5,1/19/2024,0,0,1,5,P,5
PLTR,11.5,2/23/2024,,0,,1,P,#DIV/0!
PLTR,11.5,3/1/2024,,0,,0,C,0
PLTR,12,1/19/2024,0,0,45,6,C,0.133333333
PLTR,12,1/26/2024,0,0,50,6,C,0.12
PLTR,12,2/2/2024,0,0,0,1,P,#DIV/0!
PLTR,12,2/9/2024,0,0,1,2,P,2
PLTR,12,2/16/2024,0,0,4,84,P,21
PLTR,12,2/23/2024,0,0,0,41,P,#DIV/0!
PLTR,12,3/1/2024,0,0,0,0,C,0
PLTR,12,3/15/2024,0,0,32,43,P,1.34375
PLTR,12,4/19/2024,0,0,4,82,P,20.5
PLTR,12,5/17/2024,0,0,2,258,P,129
PLTR,12,6/21/2024,0,0,6,496,P,82.66666667
PLTR,12,8/16/2024,0,0,35,3,C,0.085714286
PLTR,12,1/17/2025,0,0,53,104,P,1.962264151
PLTR,12.5,1/19/2024,0,0,2,3,P,1.5
PLTR,12.5,1/26/2024,0,0,10,1,C,0.1
PLTR,12.5,2/2/2024,,0,,6,P,#DIV/0!
PLTR,12.5,2/9/2024,0,0,0,3,P,#DIV/0!
PLTR,12.5,2/23/2024,,0,,2,P,#DIV/0!
PLTR,12.5,3/1/2024,,0,,0,C,0
PLTR,13,1/19/2024,0,0,192,9,C,0.046875
PLTR,13,1/26/2024,0,0,1,1,C,1
PLTR,13,2/2/2024,0,0,24,4,C,0.166666667
PLTR,13,2/9/2024,0,0,1,31,P,31
PLTR,13,2/16/2024,0,0,32,282,P,8.8125
PLTR,13,2/23/2024,0,0,0,5,P,#DIV/0!
PLTR,13,3/1/2024,0,0,0,0,C,0
PLTR,13,3/15/2024,0,0,12,35,P,2.916666667
PLTR,13,4/19/2024,0,0,103,59,C,0.572815534
PLTR,13,5/17/2024,0,0,1,239,P,239
PLTR,13,6/21/2024,0,0,2,5211,P,2605.5
PLTR,13,8/16/2024,0,0,1,102,P,102
PLTR,13,9/20/2024,0,0,2,35,P,17.5
PLTR,13,12/20/2024,,0,,0,C,0
PLTR,13,6/20/2025,0,0,1,1,C,1
PLTR,13,1/16/2026,0,0,133,12,C,0.090225564
PLTR,13.5,1/19/2024,0,0,18,680,P,37.77777778
PLTR,13.5,1/26/2024,0,0,30,2,C,0.066666667
PLTR,13.5,2/2/2024,0,0,0,35,P,#DIV/0!
PLTR,13.5,2/9/2024,0,0,70,11,C,0.157142857
PLTR,13.5,2/23/2024,0,0,1,15,P,15
PLTR,13.5,3/1/2024,,0,,0,C,0
PLTR,14,1/19/2024,0,0,95,79,C,0.831578947
PLTR,14,1/26/2024,0,0,8,29,P,3.625
PLTR,14,2/2/2024,0,0,3,36,P,12
PLTR,14,2/9/2024,0,0,14,17,P,1.214285714
PLTR,14,2/16/2024,0,0,47,335,P,7.127659574
PLTR,14,2/23/2024,0,0,0,39,P,#DIV/0!
PLTR,14,3/1/2024,,0,,0,C,0
PLTR,14,3/15/2024,0,0,3,74,P,24.66666667
PLTR,14,4/19/2024,0,0,6,365,P,60.83333333
PLTR,14,5/17/2024,0,0,4,3448,P,862
PLTR,14,6/21/2024,0,0,8,2009,P,251.125
PLTR,14,8/16/2024,0,0,7,2,C,0.285714286
PLTR,14.5,1/19/2024,0,0,25,467,P,18.68
PLTR,14.5,1/26/2024,0,0,21,63,P,3
PLTR,14.5,2/2/2024,0,0,6,45,P,7.5
